response,label
"I'm working hard to make ends meet with a part-time job, but the constant stress is affecting my memory and concentration. I find it difficult to focus on my studies, and it feels like I'm on the brink of burnout.",Stress
"Two years felt like an eternity, but the wait is finally over! Today, I reunite with my best friend. The thought of laughter, shared stories, and the comfort of true friendship is making my heart sing",Normal
"The thought of spending quality time with my loved ones, surrounded by laughter, adventure, and endless memories in the making, fills my heart with boundless happiness. From exploring new destinations and trying out local delicacies to embarking on thrilling adventures and simply basking in each other's company, every moment promises to be an unforgettable experience.",Normal
"Attended a local food festival with friends. Exploring different cuisines, tasting delicious treats, and simply enjoying the culinary experience without stress",Normal
Organized a movie night with friends. Watching our favorite films together and sharing snacks made for a relaxed and enjoyable evening.,Normal
"I feel like I'm constantly on the verge of tears. It's like my emotions are right at the surface, ready to spill over at any moment",Stress
"A magical moment happened today â€“ experienced my first kiss! The joy, the excitement, it's something I'll cherish forever. Here's to the beauty of new beginnings and sweet memories",Normal
"You know, sometimes I catch myself reflecting on how far I've come. Sure, there are moments when I doubt myself, but then I look around and realize just how much I've accomplished. It's like a wave of gratitude washes over me, reminding me of all the successes I've had, big and small.",Normal
"I'm so stressed about finding a job after graduation. It feels like everyone else has their future figured out, and I'm the only one left behind",Stress
The uncertainty of my financial situation is leaving me slightly stressed. The constant worry about unexpected expenses and the fear of falling into debt is affecting my peace of mind.,Stress
"Constantly pushed to excel, no room for error",Stress
"My siblings are always fighting, and it's driving me crazy",Stress
"Boardwalk amusement park â€“ rides, treats, and fun",Normal
Had a great conversation with a colleague at work. Building positive relationships in the workplace contributes to a healthy work environment.,Normal
"I'm so overwhelmed with responsibilities at work that I can barely keep my head above water. The pressure to perform is suffocating, and I'm afraid I'll never be able to meet expectations",Stress
"Participated in a virtual book club discussion. The exchange of ideas, shared interpretations, and the intellectual camaraderie with fellow book enthusiasts made it a fulfilling experience",Normal
"I'm so anxious about my upcoming surgery. It feels like I'm constantly on edge, waiting for something to go wrong",Stress
"In just a few hours, I'll be meeting my best friend after two long years! The anticipation is building, and I can already feel the laughter and warmth that comes with true friendship. Can't wait to create new memories together!",Normal
"Attended a virtual photography exhibition. The visual storytelling, the artistic perspectives, and the inspiration drawn from the diverse photographs made it a visually captivating experience",Normal
"Organized a picnic in a botanical garden. The beauty of nature, the fresh air, and the joy of sharing a meal in a serene environment created a perfect blend of relaxation and connection",Normal
"Financial instability has turned my life into a constant battle, and the stress is unbearable. The pressure of mounting bills, the fear of job loss, and the overall uncertainty of my financial future is causing severe anxiety and emotional exhaustion.",Stress
Spur-of-the-moment road trip â€“ adventures and memories,Normal
"The stress of trying to balance work and home life is taking its toll. I feel like I'm constantly pulled in a million different directions, and I'm afraid that if I don't keep up, I'll lose everything",Stress
"Successfully completed a challenging puzzle. The sense of accomplishment, the satisfaction, and the joy of conquering a mental challenge",Normal
"It's like I'm living in a pressure cooker at home. While my parents constantly push me to excel, my siblings seem to breeze through life without a care. I'm expected to be perfect in everything I do, and any mistake feels like a catastrophe waiting to happen",Stress
"Surprise reunion with old friends today. Laughter, shared memories, and the warmth of rekindled connections â€“ my heart is full",Normal
"Tight deadlines at work are making me short-tempered. I can't concentrate, and my judgment feels impaired. The constant pressure to meet expectations is taking a toll on my mental health, and I'm on the verge of burnout.",Stress
I'm absolutely thrilled about the upcoming family reunion. It's going to be so much fun,Normal
